state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,state1_sensors,state1_camera_c,state1_camera_l,state1_camera_r,time
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123656.34.jpg,images/state0_camera_l_1512123656.34.jpg,images/state0_camera_r_1512123656.34.jpg,forwardRight,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123656.34.jpg,images/state1_camera_l_1512123656.34.jpg,images/state1_camera_r_1512123656.34.jpg,2017-12-01 10:20:56.343380
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123657.93.jpg,images/state0_camera_l_1512123657.93.jpg,images/state0_camera_r_1512123657.93.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123657.93.jpg,images/state1_camera_l_1512123657.93.jpg,images/state1_camera_r_1512123657.93.jpg,2017-12-01 10:20:57.934624
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123659.48.jpg,images/state0_camera_l_1512123659.48.jpg,images/state0_camera_r_1512123659.48.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123659.48.jpg,images/state1_camera_l_1512123659.48.jpg,images/state1_camera_r_1512123659.48.jpg,2017-12-01 10:20:59.482765
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123661.62.jpg,images/state0_camera_l_1512123661.62.jpg,images/state0_camera_r_1512123661.62.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123661.62.jpg,images/state1_camera_l_1512123661.62.jpg,images/state1_camera_r_1512123661.62.jpg,2017-12-01 10:21:01.623313
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123664.89.jpg,images/state0_camera_l_1512123664.89.jpg,images/state0_camera_r_1512123664.89.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123664.89.jpg,images/state1_camera_l_1512123664.89.jpg,images/state1_camera_r_1512123664.89.jpg,2017-12-01 10:21:04.893317
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123669.7.jpg,images/state0_camera_l_1512123669.7.jpg,images/state0_camera_r_1512123669.7.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123669.7.jpg,images/state1_camera_l_1512123669.7.jpg,images/state1_camera_r_1512123669.7.jpg,2017-12-01 10:21:09.699143
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123671.61.jpg,images/state0_camera_l_1512123671.61.jpg,images/state0_camera_r_1512123671.61.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123671.61.jpg,images/state1_camera_l_1512123671.61.jpg,images/state1_camera_r_1512123671.61.jpg,2017-12-01 10:21:11.610939
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123673.59.jpg,images/state0_camera_l_1512123673.59.jpg,images/state0_camera_r_1512123673.59.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123673.59.jpg,images/state1_camera_l_1512123673.59.jpg,images/state1_camera_r_1512123673.59.jpg,2017-12-01 10:21:13.593734
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123676.15.jpg,images/state0_camera_l_1512123676.15.jpg,images/state0_camera_r_1512123676.15.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123676.15.jpg,images/state1_camera_l_1512123676.15.jpg,images/state1_camera_r_1512123676.15.jpg,2017-12-01 10:21:16.148511
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123679.31.jpg,images/state0_camera_l_1512123679.31.jpg,images/state0_camera_r_1512123679.31.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123679.31.jpg,images/state1_camera_l_1512123679.31.jpg,images/state1_camera_r_1512123679.31.jpg,2017-12-01 10:21:19.310127
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123681.53.jpg,images/state0_camera_l_1512123681.53.jpg,images/state0_camera_r_1512123681.53.jpg,forwardRight,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123681.53.jpg,images/state1_camera_l_1512123681.53.jpg,images/state1_camera_r_1512123681.53.jpg,2017-12-01 10:21:21.525588
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123684.98.jpg,images/state0_camera_l_1512123684.98.jpg,images/state0_camera_r_1512123684.98.jpg,forwardRight,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123684.98.jpg,images/state1_camera_l_1512123684.98.jpg,images/state1_camera_r_1512123684.98.jpg,2017-12-01 10:21:24.983403
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123689.0.jpg,images/state0_camera_l_1512123689.0.jpg,images/state0_camera_r_1512123689.0.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123689.0.jpg,images/state1_camera_l_1512123689.0.jpg,images/state1_camera_r_1512123689.0.jpg,2017-12-01 10:21:28.995167
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123691.57.jpg,images/state0_camera_l_1512123691.57.jpg,images/state0_camera_r_1512123691.57.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123691.57.jpg,images/state1_camera_l_1512123691.57.jpg,images/state1_camera_r_1512123691.57.jpg,2017-12-01 10:21:31.572337
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123693.82.jpg,images/state0_camera_l_1512123693.82.jpg,images/state0_camera_r_1512123693.82.jpg,forwardLeft,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123693.82.jpg,images/state1_camera_l_1512123693.82.jpg,images/state1_camera_r_1512123693.82.jpg,2017-12-01 10:21:33.821804
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123697.32.jpg,images/state0_camera_l_1512123697.32.jpg,images/state0_camera_r_1512123697.32.jpg,forwardLeft,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123697.32.jpg,images/state1_camera_l_1512123697.32.jpg,images/state1_camera_r_1512123697.32.jpg,2017-12-01 10:21:37.318105
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123699.91.jpg,images/state0_camera_l_1512123699.91.jpg,images/state0_camera_r_1512123699.91.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123699.91.jpg,images/state1_camera_l_1512123699.91.jpg,images/state1_camera_r_1512123699.91.jpg,2017-12-01 10:21:39.913259
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123701.84.jpg,images/state0_camera_l_1512123701.84.jpg,images/state0_camera_r_1512123701.84.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123701.84.jpg,images/state1_camera_l_1512123701.84.jpg,images/state1_camera_r_1512123701.84.jpg,2017-12-01 10:21:41.842981
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123704.32.jpg,images/state0_camera_l_1512123704.32.jpg,images/state0_camera_r_1512123704.32.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123704.32.jpg,images/state1_camera_l_1512123704.32.jpg,images/state1_camera_r_1512123704.32.jpg,2017-12-01 10:21:44.315117
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123706.54.jpg,images/state0_camera_l_1512123706.54.jpg,images/state0_camera_r_1512123706.54.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123706.54.jpg,images/state1_camera_l_1512123706.54.jpg,images/state1_camera_r_1512123706.54.jpg,2017-12-01 10:21:46.543628
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123709.09.jpg,images/state0_camera_l_1512123709.09.jpg,images/state0_camera_r_1512123709.09.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123709.09.jpg,images/state1_camera_l_1512123709.09.jpg,images/state1_camera_r_1512123709.09.jpg,2017-12-01 10:21:49.090637
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123711.42.jpg,images/state0_camera_l_1512123711.42.jpg,images/state0_camera_r_1512123711.42.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123711.42.jpg,images/state1_camera_l_1512123711.42.jpg,images/state1_camera_r_1512123711.42.jpg,2017-12-01 10:21:51.414606
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123713.4.jpg,images/state0_camera_l_1512123713.4.jpg,images/state0_camera_r_1512123713.4.jpg,forwardLeft,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123713.4.jpg,images/state1_camera_l_1512123713.4.jpg,images/state1_camera_r_1512123713.4.jpg,2017-12-01 10:21:53.398991
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123715.33.jpg,images/state0_camera_l_1512123715.33.jpg,images/state0_camera_r_1512123715.33.jpg,forwardLeft,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123715.33.jpg,images/state1_camera_l_1512123715.33.jpg,images/state1_camera_r_1512123715.33.jpg,2017-12-01 10:21:55.329354
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123717.56.jpg,images/state0_camera_l_1512123717.56.jpg,images/state0_camera_r_1512123717.56.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123717.56.jpg,images/state1_camera_l_1512123717.56.jpg,images/state1_camera_r_1512123717.56.jpg,2017-12-01 10:21:57.563419
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123719.7.jpg,images/state0_camera_l_1512123719.7.jpg,images/state0_camera_r_1512123719.7.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123719.7.jpg,images/state1_camera_l_1512123719.7.jpg,images/state1_camera_r_1512123719.7.jpg,2017-12-01 10:21:59.698888
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123723.07.jpg,images/state0_camera_l_1512123723.07.jpg,images/state0_camera_r_1512123723.07.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123723.07.jpg,images/state1_camera_l_1512123723.07.jpg,images/state1_camera_r_1512123723.07.jpg,2017-12-01 10:22:03.067907
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123725.26.jpg,images/state0_camera_l_1512123725.26.jpg,images/state0_camera_r_1512123725.26.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123725.26.jpg,images/state1_camera_l_1512123725.26.jpg,images/state1_camera_r_1512123725.26.jpg,2017-12-01 10:22:05.261005
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123729.68.jpg,images/state0_camera_l_1512123729.68.jpg,images/state0_camera_r_1512123729.68.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123729.68.jpg,images/state1_camera_l_1512123729.68.jpg,images/state1_camera_r_1512123729.68.jpg,2017-12-01 10:22:09.681358
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123733.28.jpg,images/state0_camera_l_1512123733.28.jpg,images/state0_camera_r_1512123733.28.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123733.28.jpg,images/state1_camera_l_1512123733.28.jpg,images/state1_camera_r_1512123733.28.jpg,2017-12-01 10:22:13.278128
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123736.39.jpg,images/state0_camera_l_1512123736.39.jpg,images/state0_camera_r_1512123736.39.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123736.39.jpg,images/state1_camera_l_1512123736.39.jpg,images/state1_camera_r_1512123736.39.jpg,2017-12-01 10:22:16.389276
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123739.01.jpg,images/state0_camera_l_1512123739.01.jpg,images/state0_camera_r_1512123739.01.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123739.01.jpg,images/state1_camera_l_1512123739.01.jpg,images/state1_camera_r_1512123739.01.jpg,2017-12-01 10:22:19.008136
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123742.54.jpg,images/state0_camera_l_1512123742.54.jpg,images/state0_camera_r_1512123742.54.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123742.54.jpg,images/state1_camera_l_1512123742.54.jpg,images/state1_camera_r_1512123742.54.jpg,2017-12-01 10:22:22.544371
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123746.17.jpg,images/state0_camera_l_1512123746.17.jpg,images/state0_camera_r_1512123746.17.jpg,forward,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123746.17.jpg,images/state1_camera_l_1512123746.17.jpg,images/state1_camera_r_1512123746.17.jpg,2017-12-01 10:22:26.166663
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123752.5.jpg,images/state0_camera_l_1512123752.5.jpg,images/state0_camera_r_1512123752.5.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123752.5.jpg,images/state1_camera_l_1512123752.5.jpg,images/state1_camera_r_1512123752.5.jpg,2017-12-01 10:22:32.502938
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123755.65.jpg,images/state0_camera_l_1512123755.65.jpg,images/state0_camera_r_1512123755.65.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123755.65.jpg,images/state1_camera_l_1512123755.65.jpg,images/state1_camera_r_1512123755.65.jpg,2017-12-01 10:22:35.645534
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123758.49.jpg,images/state0_camera_l_1512123758.49.jpg,images/state0_camera_r_1512123758.49.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123758.49.jpg,images/state1_camera_l_1512123758.49.jpg,images/state1_camera_r_1512123758.49.jpg,2017-12-01 10:22:38.485000
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123761.22.jpg,images/state0_camera_l_1512123761.22.jpg,images/state0_camera_r_1512123761.22.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123761.22.jpg,images/state1_camera_l_1512123761.22.jpg,images/state1_camera_r_1512123761.22.jpg,2017-12-01 10:22:41.215668
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123763.81.jpg,images/state0_camera_l_1512123763.81.jpg,images/state0_camera_r_1512123763.81.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123763.81.jpg,images/state1_camera_l_1512123763.81.jpg,images/state1_camera_r_1512123763.81.jpg,2017-12-01 10:22:43.814404
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123766.2.jpg,images/state0_camera_l_1512123766.2.jpg,images/state0_camera_r_1512123766.2.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123766.2.jpg,images/state1_camera_l_1512123766.2.jpg,images/state1_camera_r_1512123766.2.jpg,2017-12-01 10:22:46.204641
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123773.34.jpg,images/state0_camera_l_1512123773.34.jpg,images/state0_camera_r_1512123773.34.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123773.34.jpg,images/state1_camera_l_1512123773.34.jpg,images/state1_camera_r_1512123773.34.jpg,2017-12-01 10:22:53.335577
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123776.25.jpg,images/state0_camera_l_1512123776.25.jpg,images/state0_camera_r_1512123776.25.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123776.25.jpg,images/state1_camera_l_1512123776.25.jpg,images/state1_camera_r_1512123776.25.jpg,2017-12-01 10:22:56.249779
"{'right': False, 'center': False, 'left': False}",images/state0_camera_c_1512123778.49.jpg,images/state0_camera_l_1512123778.49.jpg,images/state0_camera_r_1512123778.49.jpg,stop,"{'right': False, 'center': False, 'left': False}",images/state1_camera_c_1512123778.49.jpg,images/state1_camera_l_1512123778.49.jpg,images/state1_camera_r_1512123778.49.jpg,2017-12-01 10:22:58.485096
